species,Areas,Quantity value,Notes,Asset names,Log name,Done,Date,Archive assets,Quantity label,Lot number,Categories,Quantity measure,Quantity unit
Butternut squash,HortasDoVale-West (HDVW) - bed 19,"12,4",,2022-W30 Butternut squash HVW19,harvest from 2022-W30 Butternut squash HVW19,true,2022-10-03,,,,plantings,weight,Kg
Hokkaido squash,HortasDoVale-West (HDVW) - bed 19,"12,5",,2022-W30 Hokkaido squash HVW19,harvest from 2022-W30 Hokkaido squash HVW19,true,2022-10-03,,,,plantings,weight,Kg
Swiss chard,HortasDoVale-East (HDVE) - bed 14 north section,"15,3",,2022-W20 Swiss chard HVE14-N,harvest from 2022-W20 Swiss chard HVE14-N,true,2022-10-03,,,,plantings,weight,Kg
Swiss chard,HortasDoVale-East (HDVE) - bed 15 north section,"1,5",,2022-W32 Swiss chard HVE15-N,harvest from 2022-W32 Swiss chard HVE15-N,true,2022-10-03,,,,plantings,weight,Kg
Swiss chard,HortasDoVale-West (HDVW) - bed 7 north section,"2,5",,2022-W11 Swiss chard HVW07-N,harvest from 2022-W11 Swiss chard HVW07-N,true,2022-10-03,,,,plantings,weight,Kg
Celery,Summer Green House (SGH) - bed 4 north section,"6,4",,2022-W27 Celery SGH4-N,harvest from 2022-W27 Celery SGH4-N,true,2022-10-03,,,,plantings,weight,Kg
Leek,HortasDoVale-East (HDVE) - bed 13 north section,"7,2",,2022-W15 Leek HVE13-N,harvest from 2022-W15 Leek HVE13-N,true,2022-10-03,,,,plantings,weight,Kg
Leek,HortasDoVale-East (HDVE) - bed 3,4,,2022-W28 Leek HVE03,harvest from 2022-W28 Leek HVE03,true,2022-10-03,,,,plantings,weight,Kg
Aubergine,HortasDoVale-East (HDVE) - bed 1 north section,"12,6",,2022-W29 Aubergine HVE01-N,harvest from 2022-W29 Aubergine HVE01-N,true,2022-10-03,,,,plantings,weight,Kg
Aubergine,HortasDoVale-West (HDVW) - bed 3,"14,6",,2022-W16 Aubergine HVW03,harvest from 2022-W16 Aubergine HVW03,true,2022-10-03,,,,plantings,weight,Kg
Aubergine,HortasDoVale-West (HDVW) - bed 5,"5,3",,2022-W19 Aubergine HVW05,harvest from 2022-W19 Aubergine HVW05,true,2022-10-03,,,,plantings,weight,Kg
Beetroot,HortasDoVale-East (HDVE) - bed 11,"9,6",,2021-W42 Beetroot HVE11-N,harvest from 2021-W42 Beetroot HVE11-N,true,2022-10-03,,,,plantings,weight,Kg
Spring onion,HortasDoVale-East (HDVE) - bed 16 north section,"3,42",,2022-W30 Spring onion HVE16-N,harvest from 2022-W30 Spring onion HVE16-N,true,2022-10-03,,,,plantings,weight,Kg
