species,Areas,Quantity value,Notes,Asset names,Log name,Done,Date,Archive assets,Quantity label,Lot number,Categories,Quantity measure,Quantity unit
Swiss chard,HortasDoVale-East (HDVE) - bed 14 north section,"4,4",,2022-W20 Swiss chard HVE14-N,harvest from 2022-W20 Swiss chard HVE14-N,true,2022-11-28,,,,plantings,weight,Kg
Swiss chard,HortasDoVale-East (HDVE) - bed 15 north section,"7,5",,2022-W32 Swiss chard HVE15-N,harvest from 2022-W32 Swiss chard HVE15-N,true,2022-11-28,,,,plantings,weight,Kg
Swiss chard,HortasDoVale-East (HDVE) - bed 17 north section,"6,3",,2022-W40 Swiss chard HVE17-N,harvest from 2022-W40 Swiss chard HVE17-N,true,2022-11-28,,,,plantings,weight,Kg
Land cress,Summer Green House (SGH) - bed 3 north section,"1,2",,2022-W38 Land cress SGH3-N,harvest from 2022-W38 Land cress SGH3-N,true,2022-11-28,,,,plantings,weight,Kg
Celery,HortasDoVale-East (HDVE) - bed 1 south section,"2,2",,2022-W29 Celery HVE01-S,harvest from 2022-W29 Celery HVE01-S,true,2022-11-28,,,,plantings,weight,Kg
Celery,Summer Green House (SGH) - bed 1 north section,"9,7",,2022-W10 Celery SGH1-N,harvest from 2022-W10 Celery SGH1-N,true,2022-11-28,,,,plantings,weight,Kg
Lettuce,HortasDoVale-East (HDVE) - bed 17 south section,"3,1",,2022-W40 Lettuce HVE17-S,harvest from 2022-W40 Lettuce HVE17-S,true,2022-11-28,,,,plantings,weight,Kg
Leek,HortasDoVale-East (HDVE) - bed 3,"15,5",,2022-W28 Leek HVE03,harvest from 2022-W28 Leek HVE03,true,2022-11-28,,,,plantings,weight,Kg
Dill,HortasDoVale-East (HDVE) - bed 22 south section,"2,14",,2022-W38 Dill HVE22-S,harvest from 2022-W38 Dill HVE22-S,true,2022-11-28,,,,plantings,weight,Kg
Potato,HortasDoVale-East (HDVE) - bed 10,"9,6",,2022-W30 Potato HVE10,harvest from 2022-W30 Potato HVE10,true,2022-11-28,,,,plantings,weight,Kg
Aubergine,HortasDoVale-East (HDVE) - bed 1 north section,7,,2022-W29 Aubergine HVE01-N,harvest from 2022-W29 Aubergine HVE01-N,true,2022-11-28,,,,plantings,weight,Kg
Aubergine,HortasDoVale-West (HDVW) - bed 3,1,,2022-W16 Aubergine HVW03,harvest from 2022-W16 Aubergine HVW03,true,2022-11-28,,,,plantings,weight,Kg
Aubergine,HortasDoVale-West (HDVW) - bed 5,"1,9",,2022-W19 Aubergine HVW05,harvest from 2022-W19 Aubergine HVW05,true,2022-11-28,,,,plantings,weight,Kg
Aubergine,Winter Green House - bed 8,"0,35",,2022-W04 Aubergine WGH8,harvest from 2022-W04 Aubergine WGH8,true,2022-11-28,,,,plantings,weight,Kg
Beetroot,HortasDoVale-East (HDVE) - bed 17 south section,"5,92",,2022-W40 Beetroot HVE17-S,harvest from 2022-W40 Beetroot HVE17-S,true,2022-11-28,,,,plantings,weight,Kg
Beetroot,HortasDoVale-East (HDVE) - bed 22 south section,"2,97",,2022-W39 Beetroot HVE22-S,harvest from 2022-W39 Beetroot HVE22-S,true,2022-11-28,,,,plantings,weight,Kg
Beetroot,HortasDoVale-West (HDVW) - bed 14,"5,6",,2022-W09 Beetroot HVW14,harvest from 2022-W09 Beetroot HVW14,true,2022-11-28,,,,plantings,weight,Kg
Broccoli,HortasDoVale-West (HDVW) - bed 4,"2,9",,2022-W08 Broccoli HVW04,harvest from 2022-W08 Broccoli HVW04,true,2022-11-28,,,,plantings,weight,Kg
Broccoli,HortasDoVale-West (HDVW) - bed 7 south section,1,,2022-W14 Broccoli HVW07-S,harvest from 2022-W14 Broccoli HVW07-S,true,2022-11-28,,,,plantings,weight,Kg
Lambs lettuce,HortasDoVale-East (HDVE) - bed 2 south section,"0,3",,2022-W40 Lambs lettuce HVE02-S,harvest from 2022-W40 Lambs lettuce HVE02-S,true,2022-11-28,,,,plantings,weight,Kg
Spring onion,HortasDoVale-East (HDVE) - bed 16 north section,"5,04",,2022-W30 Spring onion HVE16-N,harvest from 2022-W30 Spring onion HVE16-N,true,2022-11-28,,,,plantings,weight,Kg
Chives,Summer Green House (SGH) - bed 1 north section,"1,9",,2022-W33 Chives SGH1-N,harvest from 2022-W33 Chives SGH1-N,true,2022-11-28,,,,plantings,weight,Kg
Carrot,HortasDoVale-East (HDVE) - bed 16 south section,"13,8",,2022-W32 Carrot HVE16-S,harvest from 2022-W32 Carrot HVE16-S,true,2022-11-28,,,,plantings,weight,Kg
Coriander,HortasDoVale-East (HDVE) - bed 24 south section,"1,89",,2022-W32 Coriander HVE24-S,harvest from 2022-W32 Coriander HVE24-S,true,2022-11-28,,,,plantings,weight,Kg
Curly kale,HortasDoVale-East (HDVE) - bed 14 south section,"1,5",,2022-W08 Curly kale HVE14-S,harvest from 2022-W08 Curly kale HVE14-S,true,2022-11-28,,,,plantings,weight,Kg
Green cabbage,HortasDoVale-East (HDVE) - bed 18 north section,"8,35",,2022-W37 Green cabbage HVE18-N,harvest from 2022-W37 Green cabbage HVE18-N,true,2022-11-28,,,,plantings,weight,Kg
Purple cabbage,HortasDoVale-East (HDVE) - bed 11 south section,"1,95",,2022-W35 Purple cabbage HVE11-S,harvest from 2022-W35 Purple cabbage HVE11-S,true,2022-11-28,,,,plantings,weight,Kg
Kolrabi,HortasDoVale-East (HDVE) - bed 17 south section,"5,02",,2022-W40 Kolrabi HVE17-S,harvest from 2022-W40 Kolrabi HVE17-S,true,2022-11-28,,,,plantings,weight,Kg
Dinosaur kale,HortasDoVale-East (HDVE) - bed 14 south section,"5,6",,2022-W08 Dinosaur kale HVE14-S,harvest from 2022-W08 Dinosaur kale HVE14-S,true,2022-11-28,,,,plantings,weight,Kg
Dinosaur kale,HortasDoVale-East (HDVE) - bed 15 south section,"3,2",,2022-W32 Dinosaur kale HVE15-S,harvest from 2022-W32 Dinosaur kale HVE15-S,true,2022-11-28,,,,plantings,weight,Kg
Dinosaur kale,Summer Green House (SGH) - bed 1 south section,"2,4",,2022-W34 Dinosaur kale SGH1-S,harvest from 2022-W34 Dinosaur kale SGH1-S,true,2022-11-28,,,,plantings,weight,Kg
Chinese cabbage,HortasDoVale-East (HDVE) - bed 26 south section,"1,6",,2022-W39 Chinese cabbage HVE26-S,harvest from 2022-W39 Chinese cabbage HVE26-S,true,2022-11-28,,,,plantings,weight,Kg
Zucchini,HortasDoVale-East (HDVE) - bed 18 south section,"2,67",,2022-W37 Zucchini HVE18-S,harvest from 2022-W37 Zucchini HVE18-S,true,2022-11-28,,,,plantings,weight,Kg
Zucchini,HortasDoVale-East (HDVE) - bed 8 south section,"0,25",,2022-W33 Zucchini HVE08-S,harvest from 2022-W33 Zucchini HVE08-S,true,2022-11-28,,,,plantings,weight,Kg
Zucchini,Winter Green House - bed 4,"0,095",,2021-W41 Zucchini WGH4,harvest from 2021-W41 Zucchini WGH4,true,2022-11-28,,,,plantings,weight,Kg
Fennel,HortasDoVale-East (HDVE) - bed 22 south section,"0,7",,2022-W38 Fennel bulb HVE22-S,harvest from 2022-W38 Fennel bulb HVE22-S,true,2022-11-28,,,,plantings,weight,Kg
Fennel,HortasDoVale-East (HDVE) - bed 22 south section,"10,4",,2022-W38 Fennel bulb HVE22-S,harvest from 2022-W38 Fennel bulb HVE22-S,true,2022-11-28,,,,plantings,weight,Kg
Asian Broccoli,Winter Green House - bed 6,"0,4",,2022-W42 Asian Broccoli WGH6,harvest from 2022-W42 Asian Broccoli WGH6,true,2022-11-28,,,,plantings,weight,Kg
Hot peppers,HortasDoVale-East (HDVE) - bed 22 north section,"0,03",,2022-W35 Hot peppers HVE22-N,harvest from 2022-W35 Hot peppers HVE22-N,true,2022-11-28,,,,plantings,weight,Kg
Hot peppers,HortasDoVale-West (HDVW) - bed 12,"0,05",,2022-W17 Hot peppers HVW12-S,harvest from 2022-W17 Hot peppers HVW12-S,true,2022-11-28,,,,plantings,weight,Kg
Basil,HortasDoVale-West (HDVW) - bed 15 north section,"0,36",,2022-W21 Basil HVW15-N,harvest from 2022-W21 Basil HVW15-N,true,2022-11-28,,,,plantings,weight,Kg
Turnip,HortasDoVale-East (HDVE) - bed 3 south section,"2,6",,2022-W39 Turnip HVE03-S,harvest from 2022-W39 Turnip HVE03-S,true,2022-11-28,,,,plantings,weight,Kg
Turnip,HortasDoVale-East (HDVE) - bed 4 south section,"4,5",,2022-W35 Turnip HVE04-S,harvest from 2022-W35 Turnip HVE04-S,true,2022-11-28,,,,plantings,weight,Kg
Padron peppers,HortasDoVale-East (HDVE) - bed 22 north section,"0,27",,2022-W35 Padron peppers HVE22-N,harvest from 2022-W35 Padron peppers HVE22-N,true,2022-11-28,,,,plantings,weight,Kg
Peppers,HortasDoVale-East (HDVE) - bed 22 north section,"2,9",,2022-W35 Peppers HVE22-N,harvest from 2022-W35 Peppers HVE22-N,true,2022-11-28,,,,plantings,weight,Kg
Peppers,HortasDoVale-West (HDVW) - bed 10,"0,8",,2022-W17 Peppers HVW10,harvest from 2022-W17 Peppers HVW10,true,2022-11-28,,,,plantings,weight,Kg
Peppers,HortasDoVale-West (HDVW) - bed 12,"0,9",,2022-W17 Peppers HVW12,harvest from 2022-W17 Peppers HVW12,true,2022-11-28,,,,plantings,weight,Kg
Radishes,HortasDoVale-East (HDVE) - bed 24 north section,"4,5",,2022-W32 Radishes HVE24-N,harvest from 2022-W32 Radishes HVE24-N,true,2022-11-28,,,,plantings,weight,Kg
Horseradish,HortasDoVale-East (HDVE) - bed 2 south section,"6,5",,2022-W29 Horseradish HVE02-S,harvest from 2022-W29 Horseradish HVE02-S,true,2022-11-28,,,,plantings,weight,Kg
Rucula,HortasDoVale-East (HDVE) - bed 23 north section,"0,8",,2022-W14 Rucula HVE23-N,harvest from 2022-W14 Rucula HVE23-N,true,2022-11-28,,,,plantings,weight,Kg
Rucula,HortasDoVale-East (HDVE) - bed 24 north section,2,,2022-W22 Rucula HVE24-N,harvest from 2022-W22 Rucula HVE24-N,true,2022-11-28,,,,plantings,weight,Kg
Parsley,HortasDoVale-East (HDVE) - bed 2 north section,"1,8",,2022-W29 Parsley HVE02-N,harvest from 2022-W29 Parsley HVE02-N,true,2022-11-28,,,,plantings,weight,Kg
Parsley,HortasDoVale-West (HDVW) - bed 13 north section,"1,2",,2022-W22 Parsley HVW13-N,harvest from 2022-W22 Parsley HVW13-N,true,2022-11-28,,,,plantings,weight,Kg
