species,Areas,Quantity value,Notes,Asset names,Log name,Done,Date,Archive assets,Quantity label,Lot number,Categories,Quantity measure,Quantity unit
Swiss chard,HortasDoVale-West (HDVW) - bed 15 south section,"4,8",,2021-W36 Swiss chard HVW15-S,harvest from 2021-W36 Swiss chard HVW15-S,true,2022-04-04,,,,plantings,weight,Kg
Swiss chard,HortasDoVale-West (HDVW) - bed 4 north section,"14,4",,2020-0 Swiss chard Autumn HVW04-N,harvest from 2020-0 Swiss chard Autumn HVW04-N,true,2022-04-04,,,,plantings,weight,Kg
Celery,HortasDoVale-West (HDVW) - bed 8,"9,9",,2021-W22 Celery HVW08-N,harvest from 2021-W22 Celery HVW08-N,true,2022-04-04,,,,plantings,weight,Kg
Lettuce,HortasDoVale-East (HDVE) - bed 13 south section,"7,5",,2022-W04 Lettuce HVE13-S,harvest from 2022-W04 Lettuce HVE13-S,true,2022-04-04,,,,plantings,weight,Kg
Lettuce,HortasDoVale-East (HDVE) - bed 27,6,,2022-W07 Lettuce HVE27,harvest from 2022-W07 Lettuce HVE27,true,2022-04-04,,,,plantings,weight,Kg
Leek,HortasDoVale-East (HDVE) - bed 18 south section,"11,1",,2021-W46 Leek HVE18-S,harvest from 2021-W46 Leek HVE18-S,true,2022-04-04,,,,plantings,weight,Kg
Garlic,HortasDoVale-East (HDVE) - bed 18 north section,"0,88",,2021-W46 Garlic HVE18-N,harvest from 2021-W46 Garlic HVE18-N,true,2022-04-04,,,,plantings,weight,Kg
Dill,HortasDoVale-East (HDVE) - bed 24 north section,"0,4",,2022-W01 Dill HVE24-N,harvest from 2022-W01 Dill HVE24-N,true,2022-04-04,,,,plantings,weight,Kg
Beetroot,HortasDoVale-East (HDVE) - bed 16 south section,"14,3",,2022-W04 Beetroot HVE16-S,harvest from 2022-W04 Beetroot HVE16-S,true,2022-04-04,,,,plantings,weight,Kg
Broccoli,HortasDoVale-West (HDVW) - bed 16,"1,54",,2021-W39 Broccoli HVW16-N,harvest from 2021-W39 Broccoli HVW16-N,true,2022-04-04,,,,plantings,weight,Kg
Broccoli,HortasDoVale-West (HDVW) - bed 21,"0,2",,2021-W30 Broccoli HVW21,harvest from 2021-W30 Broccoli HVW21,true,2022-04-04,,,,plantings,weight,Kg
Lambs lettuce,HortasDoVale-East (HDVE) - bed 21 south section,"1,5",,2022-W05 Lambs lettuce HVE21-S,harvest from 2022-W05 Lambs lettuce HVE21-S,true,2022-04-04,,,,plantings,weight,Kg
Spring onion,HortasDoVale-East (HDVE) - bed 10,"9,4",,2021-W35 Spring onion HVE10,harvest from 2021-W35 Spring onion HVE10,true,2022-04-04,,,,plantings,weight,Kg
Chives,Summer Green House (SGH) - bed 3 north section,"0,2",,2022-W12 Chives SGH3-N,harvest from 2022-W12 Chives SGH3-N,true,2022-04-04,,,,plantings,weight,Kg
Coriander,HortasDoVale-East (HDVE) - bed 23 south section,"3,35",,2022-W06 Coriander HVE23-S,harvest from 2022-W06 Coriander HVE23-S,true,2022-04-04,,,,plantings,weight,Kg
Curly kale,HortasDoVale-East (HDVE) - bed 14 south section,"2,47",,2022-W08 Curly kale HVE14-S,harvest from 2022-W08 Curly kale HVE14-S,true,2022-04-04,,,,plantings,weight,Kg
Green cabbage,HortasDoVale-West (HDVW) - bed 18 north section,"3,82",,2021-W43 Green cabbage HVW18-N,harvest from 2021-W43 Green cabbage HVW18-N,true,2022-04-04,,,,plantings,weight,Kg
Green cabbage,HortasDoVale-West (HDVW) - bed 19,"2,7",,2021-W32 Green cabbage HVW19,harvest from 2021-W32 Green cabbage HVW19,true,2022-04-04,,,,plantings,weight,Kg
Kolrabi,HortasDoVale-East (HDVE) - bed 21 north section,"3,21",,2022-W05 Kolrabi HVE21-N,harvest from 2022-W05 Kolrabi HVE21-N,true,2022-04-04,,,,plantings,weight,Kg
Dinosaur kale,HortasDoVale-East (HDVE) - bed 14 south section,"2,71",,2022-W08 Dinosaur kale HVE14-S,harvest from 2022-W08 Dinosaur kale HVE14-S,true,2022-04-04,,,,plantings,weight,Kg
Dinosaur kale,HortasDoVale-West (HDVW) - bed 9 north section,"2,52",,2021-W32 Dinosaur kale HVW09-N,harvest from 2021-W32 Dinosaur kale HVW09-N,true,2022-04-04,,,,plantings,weight,Kg
Chinese cabbage,HortasDoVale-East (HDVE) - bed 21 south section,"1,5",,2022-W05 Chinese cabbage HVE21-S,harvest from 2022-W05 Chinese cabbage HVE21-S,true,2022-04-04,,,,plantings,weight,Kg
Leef cabbage,HortasDoVale-West (HDVW) - bed 11 south section,"1,5",,2021-W34 Leef cabbage HVW11-S,harvest from 2021-W34 Leef cabbage HVW11-S,true,2022-04-04,,,,plantings,weight,Kg
Zucchini,Winter Green House - bed 2,"0,2",,2022-W09 Zucchini WGH2,harvest from 2022-W09 Zucchini WGH2,true,2022-04-04,,,,plantings,weight,Kg
