species,Areas,Quantity value,Notes,Asset names,Log name,Done,Date,Archive assets,Quantity label,Lot number,Categories,Quantity measure,Quantity unit
Hot peppers,HortasDoVale-West (HDVW) - bed 20 south section,"0,1",,2021-W24 Hot peppers HVW20-S,harvest from 2021-W24 Hot peppers HVW20-S,true,2022-10-24,,,,plantings,weight,Kg
Basil,Summer Green House (SGH) - bed 2 south section,"0,56",,2022-W38 Basil SGH2-S,harvest from 2022-W38 Basil SGH2-S,true,2022-10-24,,,,plantings,weight,Kg
Basil,HortasDoVale-West (HDVW) - bed 15 north section,"2,495",,2022-W21 Basil HVW15-N,harvest from 2022-W21 Basil HVW15-N,true,2022-10-24,,,,plantings,weight,Kg
Sweet corn,HortasDoVale-East (HDVE) - bed 10,12,,2022-W30 Sweet corn HVE10,harvest from 2022-W30 Sweet corn HVE10,true,2022-10-24,,,,plantings,weight,Kg
Turnip,HortasDoVale-East (HDVE) - bed 8 south section,"6,1",,2022-W20 Turnip HVE08-S,harvest from 2022-W20 Turnip HVE08-S,true,2022-10-24,,,,plantings,weight,Kg
Pack choi,Summer Green House (SGH) - bed 2 north section,"0,6",,2022-W34 Pack choi SGH2-N,harvest from 2022-W34 Pack choi SGH2-N,true,2022-10-24,,,,plantings,weight,Kg
Cucumber,HortasDoVale-East (HDVE) - bed 18 south section,"0,1",,2022-W37 Cucumber HVE18-S,harvest from 2022-W37 Cucumber HVE18-S,true,2022-10-24,,,,plantings,weight,Kg
Cucumber,HortasDoVale-East (HDVE) - bed 8 south section,"0,1",,2022-W33 Cucumber HVE08-S,harvest from 2022-W33 Cucumber HVE08-S,true,2022-10-24,,,,plantings,weight,Kg
Peppers,HortasDoVale-West (HDVW) - bed 10,"4,5",,2022-W17 Peppers HVW10,harvest from 2022-W17 Peppers HVW10,true,2022-10-24,,,,plantings,weight,Kg
Peppers,HortasDoVale-West (HDVW) - bed 12,"1,2",,2022-W17 Peppers HVW12,harvest from 2022-W17 Peppers HVW12,true,2022-10-24,,,,plantings,weight,Kg
Padron peppers,HortasDoVale-East (HDVE) - bed 22 north section,"0,495",,2022-W35 Padron peppers HVE22-N,harvest from 2022-W35 Padron peppers HVE22-N,true,2022-10-24,,,,plantings,weight,Kg
Padron peppers,HortasDoVale-West (HDVW) - bed 12 south section,"0,5",,2022-W17 Padron peppers HVW12-S,harvest from 2022-W17 Padron peppers HVW12-S,true,2022-10-24,,,,plantings,weight,Kg
Peppers,HortasDoVale-West (HDVW) - bed 12,"5,7",,2022-W17 Peppers HVW12,harvest from 2022-W17 Peppers HVW12,true,2022-10-24,,,,plantings,weight,Kg
Rucula,HortasDoVale-East (HDVE) - bed 24 north section,"4,2",,2022-W22 Rucula HVE24-N,harvest from 2022-W22 Rucula HVE24-N,true,2022-10-24,,,,plantings,weight,Kg
Parsley,HortasDoVale-East (HDVE) - bed 2 north section,"2,1",,2022-W29 Parsley HVE02-N,harvest from 2022-W29 Parsley HVE02-N,true,2022-10-24,,,,plantings,weight,Kg
Parsley,Summer Green House (SGH) - bed 2 north section,"0,2",,2022-W08 Parsley SGH2-N,harvest from 2022-W08 Parsley SGH2-N,true,2022-10-24,,,,plantings,weight,Kg
Parsley,HortasDoVale-West (HDVW) - bed 13 north section,"0,3",,2022-W22 Parsley HVW13-N,harvest from 2022-W22 Parsley HVW13-N,true,2022-10-24,,,,plantings,weight,Kg
Tomato roma,HortasDoVale-West (HDVW) - bed 22,"3,75",,2022-W20 Tomato roma HVW22,harvest from 2022-W20 Tomato roma HVW22,true,2022-10-24,,,,plantings,weight,Kg
Tomatoes small,HortasDoVale-East (HDVE) - bed 25,"0,71",,2022-W34 Tomatoes small HVE25,harvest from 2022-W34 Tomatoes small HVE25,true,2022-10-24,,,,plantings,weight,Kg
Tomatoes small,HortasDoVale-East (HDVE) - bed 9 north section,"0,65",,2022-W34 Tomatoes small HVE09-N,harvest from 2022-W34 Tomatoes small HVE09-N,true,2022-10-24,,,,plantings,weight,Kg
Tomatoes small,HortasDoVale-West (HDVW) - bed 15,"0,97",,2022-W21 Tomatoes small HVW15,harvest from 2022-W21 Tomatoes small HVW15,true,2022-10-24,,,,plantings,weight,Kg
Tomatoes small,HortasDoVale-West (HDVW) - bed 20 north section,"3,55",,2022-W30 Tomatoes small HVW20-N,harvest from 2022-W30 Tomatoes small HVW20-N,true,2022-10-24,,,,plantings,weight,Kg
Tomatoes varied,HortasDoVale-East (HDVE) - bed 25,"1,3",,2022-W34 Tomatoes varied HVE25,harvest from 2022-W34 Tomatoes varied HVE25,true,2022-10-24,,,,plantings,weight,Kg
Tomatoes varied,HortasDoVale-East (HDVE) - bed 9 north section,"1,1",,2022-W34 Tomatoes varied HVE09-N,harvest from 2022-W34 Tomatoes varied HVE09-N,true,2022-10-24,,,,plantings,weight,Kg
Tomatoes varied,HortasDoVale-West (HDVW) - bed 15,"2,1",,2022-W21 Tomatoes varied HVW15,harvest from 2022-W21 Tomatoes varied HVW15,true,2022-10-24,,,,plantings,weight,Kg
Tomatoes varied,HortasDoVale-West (HDVW) - bed 20 north section,13,,2022-W30 Tomatoes varied HVW20-N,harvest from 2022-W30 Tomatoes varied HVW20-N,true,2022-10-24,,,,plantings,weight,Kg
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
