species,Areas,Quantity value,Notes,Asset names,Log name,Done,Date,Archive assets,Quantity label,Lot number,Categories,Quantity measure,Quantity unit
Hokkaido squash,HortasDoVale-East (HDVE) - bed 25,13,,2022-W12 Hokkaido squash HVE25,harvest from 2022-W12 Hokkaido squash HVE25,true,2022-06-27,,,,plantings,weight,Kg
Swiss chard,HortasDoVale-East (HDVE) - bed 14 north section,7,,2022-W20 Swiss chard HVE14-N,harvest from 2022-W20 Swiss chard HVE14-N,true,2022-06-27,,,,plantings,weight,Kg
Swiss chard,HortasDoVale-West (HDVW) - bed 7 north section,"5,4",,2022-W11 Swiss chard HVW07-N,harvest from 2022-W11 Swiss chard HVW07-N,true,2022-06-27,,,,plantings,weight,Kg
Celery,HortasDoVale-West (HDVW) - bed 2 south section,2,,2022-W18 Celery HVW02-S,harvest from 2022-W18 Celery HVW02-S,true,2022-06-27,,,,plantings,weight,Kg
Lettuce,HortasDoVale-East (HDVE) - bed 24 north section,"6,3",,2022-W22 Lettuce HVE24-N,harvest from 2022-W22 Lettuce HVE24-N,true,2022-06-27,,,,plantings,weight,Kg
Lettuce,HortasDoVale-West (HDVW) - bed 5,"10,1",,2022-W20 Lettuce HVW05,harvest from 2022-W20 Lettuce HVW05,true,2022-06-27,,,,plantings,weight,Kg
Potato,HortasDoVale-East (HDVE) - bed 3,"72,1",,2022-W13 Potato HVE03,harvest from 2022-W13 Potato HVE03,true,2022-06-27,,,,plantings,weight,Kg
Aubergine,HortasDoVale-West (HDVW) - bed 3,"1,4",,2022-W16 Aubergine HVW03,harvest from 2022-W16 Aubergine HVW03,true,2022-06-27,,,,plantings,weight,Kg
Aubergine,HortasDoVale-West (HDVW) - bed 5,"4,1",,2022-W19 Aubergine HVW05,harvest from 2022-W19 Aubergine HVW05,true,2022-06-27,,,,plantings,weight,Kg
Beetroot,HortasDoVale-West (HDVW) - bed 2 north section,15,,2022-W18 Beetroot HVW02-N,harvest from 2022-W18 Beetroot HVW02-N,true,2022-06-27,,,,plantings,weight,Kg
Beetroot,HortasDoVale-West (HDVW) - bed 4,"1,3",,2022-W09 Beetroot HVW04,harvest from 2022-W09 Beetroot HVW04,true,2022-06-27,,,,plantings,weight,Kg
Broccoli,HortasDoVale-West (HDVW) - bed 4,1,,2022-W08 Broccoli HVW04,harvest from 2022-W08 Broccoli HVW04,true,2022-06-27,,,,plantings,weight,Kg
Onion,HortasDoVale-East (HDVE) - bed 2,"28,3",,2022-W02 Onion HVE02,harvest from 2022-W02 Onion HVE02,true,2022-06-27,,,,plantings,weight,Kg
Onion,HortasDoVale-East (HDVE) - bed 21 south section,"3,98",,2022-W19 Onion HVE21-S,harvest from 2022-W19 Onion HVE21-S,true,2022-06-27,,,,plantings,weight,Kg
Spring onion,HortasDoVale-East (HDVE) - bed 13 south section,"2,64",,2022-W19 Spring onion HVE13-S,harvest from 2022-W19 Spring onion HVE13-S,true,2022-06-27,,,,plantings,weight,Kg
Chives,Summer Green House (SGH) - bed 3 north section,"1,2",,2022-W12 Chives SGH3-N,harvest from 2022-W12 Chives SGH3-N,true,2022-06-27,,,,plantings,weight,Kg
Coriander,HortasDoVale-East (HDVE) - bed 24 north section,"1,575",,2022-W22 Coriander HVE24-N,harvest from 2022-W22 Coriander HVE24-N,true,2022-06-27,,,,plantings,weight,Kg
Curly kale,HortasDoVale-East (HDVE) - bed 14 south section,"3,35",,2022-W08 Curly kale HVE14-S,harvest from 2022-W08 Curly kale HVE14-S,true,2022-06-27,,,,plantings,weight,Kg
Curly kale,HortasDoVale-West (HDVW) - bed 13 south section,1,,2022-W19 Curly kale HVW13-S,harvest from 2022-W19 Curly kale HVW13-S,true,2022-06-27,,,,plantings,weight,Kg
Green cabbage,HortasDoVale-East (HDVE) - bed 21 north section,7,,2022-W05 Green cabbage HVE21-N,harvest from 2022-W05 Green cabbage HVE21-N,true,2022-06-27,,,,plantings,weight,Kg
Green cabbage,HortasDoVale-East (HDVE) - bed 27,"11,7",,2022-W06 Green cabbage HVE27,harvest from 2022-W06 Green cabbage HVE27,true,2022-06-27,,,,plantings,weight,Kg
Green cabbage,HortasDoVale-West (HDVW) - bed 14 south section,"2,2",,2022-W08 Green cabbage HVW14-S,harvest from 2022-W08 Green cabbage HVW14-S,true,2022-06-27,,,,plantings,weight,Kg
Purple cabbage,HortasDoVale-East (HDVE) - bed 27 south section,"1,7",,2022-W07 Purple cabbage HVE27-S,harvest from 2022-W07 Purple cabbage HVE27-S,true,2022-06-27,,,,plantings,weight,Kg
Purple cabbage,HortasDoVale-West (HDVW) - bed 14 north section,"10,7",,2022-W08 Purple cabbage HVW14-N,harvest from 2022-W08 Purple cabbage HVW14-N,true,2022-06-27,,,,plantings,weight,Kg
Kolrabi,HortasDoVale-West (HDVW) - bed 3,"5,4",,2022-W14 Kolrabi HVW03,harvest from 2022-W14 Kolrabi HVW03,true,2022-06-27,,,,plantings,weight,Kg
Zucchini,HortasDoVale-East (HDVE) - bed 23 south section,"4,5",,2022-W10 Zucchini HVE23-S,harvest from 2022-W10 Zucchini HVE23-S,true,2022-06-27,,,,plantings,weight,Kg
Zucchini,HortasDoVale-East (HDVE) - bed 24 south section,"2,4",,2022-W10 Zucchini HVE24-S,harvest from 2022-W10 Zucchini HVE24-S,true,2022-06-27,,,,plantings,weight,Kg
Zucchini,HortasDoVale-West (HDVW) - bed 11 north section,"4,81",,2021-W34 Zucchini HVW11-N,harvest from 2021-W34 Zucchini HVW11-N,true,2022-06-27,,,,plantings,weight,Kg
Fennel,HortasDoVale-West (HDVW) - bed 2 north section,"1,21",,2022-W18 Fennel bulb HVW02-N,harvest from 2022-W18 Fennel bulb HVW02-N,true,2022-06-27,,,,plantings,weight,Kg
Basil,HortasDoVale-West (HDVW) - bed 8,"0,8",,2021-W21 Basil HVW08-N,harvest from 2021-W21 Basil HVW08-N,true,2022-06-27,,,,plantings,weight,Kg
Basil,Winter Green House - bed 4,"0,5",,2022-W11 Basil WGH4,harvest from 2022-W11 Basil WGH4,true,2022-06-27,,,,plantings,weight,Kg
Strawberry,HortasDoVale-East (HDVE) - bed 5,"10,8",,2021-W49 Strawberry HVE05,harvest from 2021-W49 Strawberry HVE05,true,2022-06-27,,,,plantings,weight,Kg
Strawberry,HortasDoVale-East (HDVE) - bed 6,11,,2021-W49 Strawberry HVE06,harvest from 2021-W49 Strawberry HVE06,true,2022-06-27,,,,plantings,weight,Kg
Strawberry,HortasDoVale-East (HDVE) - bed 7,"13,6",,2021-W49 Strawberry HVE07,harvest from 2021-W49 Strawberry HVE07,true,2022-06-27,,,,plantings,weight,Kg
Strawberry,HortasDoVale-West (HDVW) - bed 24,"1,28",,2021-W04 Strawberry HVW24,harvest from 2021-W04 Strawberry HVW24,true,2022-06-27,,,,plantings,weight,Kg
Strawberry,HortasDoVale-West (HDVW) - bed 25,"2,7",,2021-W04 Strawberry HVW25,harvest from 2021-W04 Strawberry HVW25,true,2022-06-27,,,,plantings,weight,Kg
Turnip,HortasDoVale-East (HDVE) - bed 10 north section,"8,5",,2022-W16 Turnip HVE10-N,harvest from 2022-W16 Turnip HVE10-N,true,2022-06-27,,,,plantings,weight,Kg
Turnip,HortasDoVale-East (HDVE) - bed 8 south section,"6,5",,2022-W20 Turnip HVE08-S,harvest from 2022-W20 Turnip HVE08-S,true,2022-06-27,,,,plantings,weight,Kg
Pack choi,HortasDoVale-East (HDVE) - bed 23 north section,"9,73",,2022-W22 Pack choi HVE23-N,harvest from 2022-W22 Pack choi HVE23-N,true,2022-06-27,,,,plantings,weight,Kg
Cucumber,HortasDoVale-West (HDVW) - bed 1 south section,"0,3",,2021-W27 Cucumber HVW01-S,harvest from 2021-W27 Cucumber HVW01-S,true,2022-06-27,,,,plantings,weight,Kg
Cucumber,HortasDoVale-West (HDVW) - bed 11 north section,"9,9",,2021-W34 Cucumber HVW11-N,harvest from 2021-W34 Cucumber HVW11-N,true,2022-06-27,,,,plantings,weight,Kg
Cucumber,Winter Green House - bed 5,"0,9",,2022-W13 Cucumber WGH5,harvest from 2022-W13 Cucumber WGH5,true,2022-06-27,,,,plantings,weight,Kg
Padron peppers,HortasDoVale-West (HDVW) - bed 12,"0,7",,2022-W17 Padron peppers HVW12-S,harvest from 2022-W17 Padron peppers HVW12-S,true,2022-06-27,,,,plantings,weight,Kg
Peppers,HortasDoVale-West (HDVW) - bed 10,"1,5",,2022-W17 Peppers HVW10,harvest from 2022-W17 Peppers HVW10,true,2022-06-27,,,,plantings,weight,Kg
Peppers,HortasDoVale-West (HDVW) - bed 12,"0,575",,2022-W17 Peppers HVW12,harvest from 2022-W17 Peppers HVW12,true,2022-06-27,,,,plantings,weight,Kg
Horseradish,HortasDoVale-East (HDVE) - bed 18 north section,4,,2022-W14 Horseradish HVE18-N,harvest from 2022-W14 Horseradish HVE18-N,true,2022-06-27,,,,plantings,weight,Kg
Rucula,HortasDoVale-East (HDVE) - bed 24 south section,2,,2022-W19 Rucula HVE24-S,harvest from 2022-W19 Rucula HVE24-S,true,2022-06-27,,,,plantings,weight,Kg
Salanova,HortasDoVale-East (HDVE) - bed 23 north section,"4,7",,2022-W22 Salanova HVE23-N,harvest from 2022-W22 Salanova HVE23-N,true,2022-06-27,,,,plantings,weight,Kg
Parsley,Summer Green House (SGH) - bed 2 north section,"0,4",,2022-W08 Parsley SGH2-N,harvest from 2022-W08 Parsley SGH2-N,true,2022-06-27,,,,plantings,weight,Kg
Parsley,Summer Green House (SGH) - bed 4 north section,"0,2",,2021-W29 Parsley SGH4-N,harvest from 2021-W29 Parsley SGH4-N,true,2022-06-27,,,,plantings,weight,Kg
Tomato roma,HortasDoVale-West (HDVW) - bed 12,"0,63",,2022-W17 Tomato roma HVW12,harvest from 2022-W17 Tomato roma HVW12,true,2022-06-27,,,,plantings,weight,Kg
Tomato roma,HortasDoVale-West (HDVW) - bed 6,"14,1",,2022-W10 Tomato roma HVW06,harvest from 2022-W10 Tomato roma HVW06,true,2022-06-27,,,,plantings,weight,Kg
Tomatoes small,HortasDoVale-West (HDVW) - bed 10,"0,39",,2022-W17 Tomatoes small HVW10,harvest from 2022-W17 Tomatoes small HVW10,true,2022-06-27,,,,plantings,weight,Kg
Tomatoes small,HortasDoVale-West (HDVW) - bed 12,"0,35",,2022-W17 Tomatoes small HVW12,harvest from 2022-W17 Tomatoes small HVW12,true,2022-06-27,,,,plantings,weight,Kg
Tomatoes small,HortasDoVale-West (HDVW) - bed 6,"3,6",,2022-W10 Tomatoes small HVW06,harvest from 2022-W10 Tomatoes small HVW06,true,2022-06-27,,,,plantings,weight,Kg
Tomatoes small,HortasDoVale-West (HDVW) - bed 8,"0,245",,2022-W21 Tomatoes small HVW08,harvest from 2022-W21 Tomatoes small HVW08,true,2022-06-27,,,,plantings,weight,Kg
Tomatoes small,Winter Green House - bed 6,5,,2021-W14 Tomatoes small WGH6,harvest from 2021-W14 Tomatoes small WGH6,true,2022-06-27,,,,plantings,weight,Kg
Tomatoes varied,Winter Green House - bed 4,"9,87",,2022-W09 Tomatoes varied WGH4,harvest from 2022-W09 Tomatoes varied WGH4,true,2022-06-27,,,,plantings,weight,Kg
