species,Areas,Quantity value,Notes,Asset names,Log name,Done,Date,Archive assets,Quantity label,Lot number,Categories,Quantity measure,Quantity unit
Swiss chard,HortasDoVale-East (HDVE) - bed 15 north section,"2,5",,2022-W32 Swiss chard HVE15-N,harvest from 2022-W32 Swiss chard HVE15-N,true,2022-12-19,,,,plantings,weight,Kg
Swiss chard,HortasDoVale-East (HDVE) - bed 17 north section,"6,5",,2022-W40 Swiss chard HVE17-N,harvest from 2022-W40 Swiss chard HVE17-N,true,2022-12-19,,,,plantings,weight,Kg
Celery,HortasDoVale-East (HDVE) - bed 22 south section,"10,3",,2022-W38 Celery HVE22-S,harvest from 2022-W38 Celery HVE22-S,true,2022-12-19,,,,plantings,weight,Kg
Lettuce,HortasDoVale-East (HDVE) - bed 6 north section,"1,3",,2022-W43 Lettuce HVE06-N,harvest from 2022-W43 Lettuce HVE06-N,true,2022-12-19,,,,plantings,weight,Kg
Lettuce,HortasDoVale-East (HDVE) - bed 7 north section,2,,2022-W43 Lettuce HVE07-N,harvest from 2022-W43 Lettuce HVE07-N,true,2022-12-19,,,,plantings,weight,Kg
Lettuce,Winter Green House - bed 6,"2,2",,2021-W47 Lettuce WGH6,harvest from 2021-W47 Lettuce WGH6,true,2022-12-19,,,,plantings,weight,Kg
Dill,HortasDoVale-East (HDVE) - bed 13 south section,"1,1",,2022-W41 Dill HVE13-S,harvest from 2022-W41 Dill HVE13-S,true,2022-12-19,,,,plantings,weight,Kg
Potato,HortasDoVale-East (HDVE) - bed 27,41,,2022-W39 Potato HVE27,harvest from 2022-W39 Potato HVE27,true,2022-12-19,,,,plantings,weight,Kg
Aubergine,HortasDoVale-East (HDVE) - bed 1 north section,"2,1",,2022-W29 Aubergine HVE01-N,harvest from 2022-W29 Aubergine HVE01-N,true,2022-12-19,,,,plantings,weight,Kg
Aubergine,Winter Green House - bed 8,"0,38",,2022-W04 Aubergine WGH8,harvest from 2022-W04 Aubergine WGH8,true,2022-12-19,,,,plantings,weight,Kg
Beetroot,HortasDoVale-East (HDVE) - bed 17 south section,"1,13",,2022-W40 Beetroot HVE17-S,harvest from 2022-W40 Beetroot HVE17-S,true,2022-12-19,,,,plantings,weight,Kg
Beetroot,HortasDoVale-East (HDVE) - bed 18 north section,"0,27",,2022-W37 Beetroot HVE18-N,harvest from 2022-W37 Beetroot HVE18-N,true,2022-12-19,,,,plantings,weight,Kg
Broccoli,HortasDoVale-East (HDVE) - bed 17 south section,"0,9",,2022-W40 Broccoli HVE17-S,harvest from 2022-W40 Broccoli HVE17-S,true,2022-12-19,,,,plantings,weight,Kg
Broccoli,HortasDoVale-West (HDVW) - bed 4,5,,2022-W08 Broccoli HVW04,harvest from 2022-W08 Broccoli HVW04,true,2022-12-19,,,,plantings,weight,Kg
Broccoli,HortasDoVale-West (HDVW) - bed 7 south section,"1,4",,2022-W14 Broccoli HVW07-S,harvest from 2022-W14 Broccoli HVW07-S,true,2022-12-19,,,,plantings,weight,Kg
Chives,Summer Green House (SGH) - bed 3 north section,"0,8",,2022-W12 Chives SGH3-N,harvest from 2022-W12 Chives SGH3-N,true,2022-12-19,,,,plantings,weight,Kg
