species,Areas,Quantity value,Notes,Asset names,Log name,Done,Date,Archive assets,Quantity label,Lot number,Categories,Quantity measure,Quantity unit
Mizuna purple,HortasDoVale-East (HDVE) - bed 23 south section,"0,3",,2022-W27 Mizuna purple HVE23-S,harvest from 2022-W27 Mizuna purple HVE23-S,true,2022-08-22,,,,plantings,weight,Kg
Mizuna green,HortasDoVale-East (HDVE) - bed 23 south section,"1,6",,2022-W27 Mizuna green HVE23-S,harvest from 2022-W27 Mizuna green HVE23-S,true,2022-08-22,,,,plantings,weight,Kg
Strawberry,HortasDoVale-East (HDVE) - bed 5,"7,4",,2021-W49 Strawberry HVE05,harvest from 2021-W49 Strawberry HVE05,true,2022-08-22,,,,plantings,weight,Kg
Strawberry,HortasDoVale-East (HDVE) - bed 6,"7,4",,2021-W49 Strawberry HVE06,harvest from 2021-W49 Strawberry HVE06,true,2022-08-22,,,,plantings,weight,Kg
Strawberry,HortasDoVale-East (HDVE) - bed 7,"8,3",,2021-W49 Strawberry HVE07,harvest from 2021-W49 Strawberry HVE07,true,2022-08-22,,,,plantings,weight,Kg
Pack choi,Summer Green House (SGH) - bed 4 south section,"0,5",,2022-W25 Pack choi SGH4-S,harvest from 2022-W25 Pack choi SGH4-S,true,2022-08-22,,,,plantings,weight,Kg
Cucumber,HortasDoVale-West (HDVW) - bed 11 south section,"0,49",,2022-W23 Cucumber HVW11-S,harvest from 2022-W23 Cucumber HVW11-S,true,2022-08-22,,,,plantings,weight,Kg
Cucumber,HortasDoVale-West (HDVW) - bed 20 south section,"0,5",,2022-W30 Cucumber HVW20-S,harvest from 2022-W30 Cucumber HVW20-S,true,2022-08-22,,,,plantings,weight,Kg
Peppers,HortasDoVale-West (HDVW) - bed 10,14,,2022-W17 Peppers HVW10,harvest from 2022-W17 Peppers HVW10,true,2022-08-22,,,,plantings,weight,Kg
Peppers,HortasDoVale-West (HDVW) - bed 12,"3,4",,2022-W17 Peppers HVW12,harvest from 2022-W17 Peppers HVW12,true,2022-08-22,,,,plantings,weight,Kg
Padron peppers,HortasDoVale-West (HDVW) - bed 12 south section,"0,79",,2022-W17 Padron peppers HVW12-S,harvest from 2022-W17 Padron peppers HVW12-S,true,2022-08-22,,,,plantings,weight,Kg
Peppers,HortasDoVale-West (HDVW) - bed 10,"1,2",,2022-W17 Peppers HVW10,harvest from 2022-W17 Peppers HVW10,true,2022-08-22,,,,plantings,weight,Kg
Peppers,HortasDoVale-West (HDVW) - bed 12,"1,4",,2022-W17 Peppers HVW12,harvest from 2022-W17 Peppers HVW12,true,2022-08-22,,,,plantings,weight,Kg
Radishes,HortasDoVale-East (HDVE) - bed 21 north section,"0,8",,2022-W28 Radishes HVE21-N,harvest from 2022-W28 Radishes HVE21-N,true,2022-08-22,,,,plantings,weight,Kg
Horseradish,HortasDoVale-East (HDVE) - bed 4 north section,"8,8",,2022-W23 Horseradish HVE04-N,harvest from 2022-W23 Horseradish HVE04-N,true,2022-08-22,,,,plantings,weight,Kg
Rucula,HortasDoVale-East (HDVE) - bed 23 south section,2,,2022-W19 Rucula HVE23-S,harvest from 2022-W19 Rucula HVE23-S,true,2022-08-22,,,,plantings,weight,Kg
Parsley,HortasDoVale-East (HDVE) - bed 2 north section,"1,05",,2022-W29 Parsley HVE02-N,harvest from 2022-W29 Parsley HVE02-N,true,2022-08-22,,,,plantings,weight,Kg
Parsley,Summer Green House (SGH) - bed 4 north section,"0,7",,2021-W29 Parsley SGH4-N,harvest from 2021-W29 Parsley SGH4-N,true,2022-08-22,,,,plantings,weight,Kg
Tomato roma,HortasDoVale-West (HDVW) - bed 10,5,,2022-W17 Tomato roma HVW10,harvest from 2022-W17 Tomato roma HVW10,true,2022-08-22,,,,plantings,weight,Kg
Tomato roma,HortasDoVale-West (HDVW) - bed 12,"3,3",,2022-W17 Tomato roma HVW12,harvest from 2022-W17 Tomato roma HVW12,true,2022-08-22,,,,plantings,weight,Kg
Tomato roma,HortasDoVale-West (HDVW) - bed 22,"42,1",,2022-W20 Tomato roma HVW22,harvest from 2022-W20 Tomato roma HVW22,true,2022-08-22,,,,plantings,weight,Kg
Tomatoes small,HortasDoVale-West (HDVW) - bed 10,"3,45",,2022-W17 Tomatoes small HVW10,harvest from 2022-W17 Tomatoes small HVW10,true,2022-08-22,,,,plantings,weight,Kg
Tomatoes small,HortasDoVale-West (HDVW) - bed 12,"2,1",,2022-W17 Tomatoes small HVW12,harvest from 2022-W17 Tomatoes small HVW12,true,2022-08-22,,,,plantings,weight,Kg
Tomatoes small,HortasDoVale-West (HDVW) - bed 15,"6,25",,2022-W21 Tomatoes small HVW15,harvest from 2022-W21 Tomatoes small HVW15,true,2022-08-22,,,,plantings,weight,Kg
Tomatoes small,Winter Green House - bed 6,"2,8",,2021-W14 Tomatoes small WGH6,harvest from 2021-W14 Tomatoes small WGH6,true,2022-08-22,,,,plantings,weight,Kg
Tomatoes varied,HortasDoVale-West (HDVW) - bed 15,"35,1",,2022-W21 Tomatoes varied HVW15,harvest from 2022-W21 Tomatoes varied HVW15,true,2022-08-22,,,,plantings,weight,Kg
Tomatoes varied,HortasDoVale-West (HDVW) - bed 8,4,,2021-W21 Tomatoes varied HVW08,harvest from 2021-W21 Tomatoes varied HVW08,true,2022-08-22,,,,plantings,weight,Kg
Tomatoes varied,Winter Green House - bed 4,"2,4",,2022-W09 Tomatoes varied WGH4,harvest from 2022-W09 Tomatoes varied WGH4,true,2022-08-22,,,,plantings,weight,Kg
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
