species,Areas,Quantity value,Notes,Asset names,Log name,Done,Date,Archive assets,Quantity label,Lot number,Categories,Quantity measure,Quantity unit
Aubergine,HortasDoVale-West (HDVW) - bed 5,7,,2022-W19 Aubergine HVW05,harvest from 2022-W19 Aubergine HVW05,true,2022-11-14,,,,plantings,weight,Kg
Beetroot,HortasDoVale-East (HDVE) - bed 17 south section,"1,34",,2022-W40 Beetroot HVE17-S,harvest from 2022-W40 Beetroot HVE17-S,true,2022-11-14,,,,plantings,weight,Kg
Beetroot,HortasDoVale-East (HDVE) - bed 18 north section,"2,22",,2022-W37 Beetroot HVE18-N,harvest from 2022-W37 Beetroot HVE18-N,true,2022-11-14,,,,plantings,weight,Kg
Beetroot,HortasDoVale-East (HDVE) - bed 22 south section,"10,65",,2022-W39 Beetroot HVE22-S,harvest from 2022-W39 Beetroot HVE22-S,true,2022-11-14,,,,plantings,weight,Kg
Spring onion,HortasDoVale-East (HDVE) - bed 16 north section,"8,38",,2022-W30 Spring onion HVE16-N,harvest from 2022-W30 Spring onion HVE16-N,true,2022-11-14,,,,plantings,weight,Kg
Chives,Summer Green House (SGH) - bed 3 north section,"2,05",,2022-W12 Chives SGH3-N,harvest from 2022-W12 Chives SGH3-N,true,2022-11-14,,,,plantings,weight,Kg
Carrot,HortasDoVale-East (HDVE) - bed 16 south section,"24,6",,2022-W32 Carrot HVE16-S,harvest from 2022-W32 Carrot HVE16-S,true,2022-11-14,,,,plantings,weight,Kg
Coriander,HortasDoVale-East (HDVE) - bed 24 south section,"1,89",,2022-W32 Coriander HVE24-S,harvest from 2022-W32 Coriander HVE24-S,true,2022-11-14,,,,plantings,weight,Kg
Curly kale,HortasDoVale-East (HDVE) - bed 14 south section,2,,2022-W08 Curly kale HVE14-S,harvest from 2022-W08 Curly kale HVE14-S,true,2022-11-14,,,,plantings,weight,Kg
Green cabbage,HortasDoVale-East (HDVE) - bed 18 north section,"10,85",,2022-W37 Green cabbage HVE18-N,harvest from 2022-W37 Green cabbage HVE18-N,true,2022-11-14,,,,plantings,weight,Kg
Kolrabi,HortasDoVale-East (HDVE) - bed 17 south section,"3,13",,2022-W40 Kolrabi HVE17-S,harvest from 2022-W40 Kolrabi HVE17-S,true,2022-11-14,,,,plantings,weight,Kg
Kolrabi,HortasDoVale-East (HDVE) - bed 18 north section,"3,46",,2022-W37 Kolrabi HVE18-N,harvest from 2022-W37 Kolrabi HVE18-N,true,2022-11-14,,,,plantings,weight,Kg
Dinosaur kale,HortasDoVale-East (HDVE) - bed 14 south section,"7,5",,2022-W08 Dinosaur kale HVE14-S,harvest from 2022-W08 Dinosaur kale HVE14-S,true,2022-11-14,,,,plantings,weight,Kg
Dinosaur kale,HortasDoVale-East (HDVE) - bed 15 south section,"4,3",,2022-W32 Dinosaur kale HVE15-S,harvest from 2022-W32 Dinosaur kale HVE15-S,true,2022-11-14,,,,plantings,weight,Kg
Dinosaur kale,Summer Green House (SGH) - bed 1 south section,1,,2022-W34 Dinosaur kale SGH1-S,harvest from 2022-W34 Dinosaur kale SGH1-S,true,2022-11-14,,,,plantings,weight,Kg
Chinese cabbage,HortasDoVale-East (HDVE) - bed 26 south section,"1,7",,2022-W39 Chinese cabbage HVE26-S,harvest from 2022-W39 Chinese cabbage HVE26-S,true,2022-11-14,,,,plantings,weight,Kg
Chinese cabbage,HortasDoVale-East (HDVE) - bed 26 south section,"4,05",,2022-W39 Chinese cabbage HVE26-S,harvest from 2022-W39 Chinese cabbage HVE26-S,true,2022-11-14,,,,plantings,weight,Kg
Zucchini,HortasDoVale-East (HDVE) - bed 18 south section,"0,88",,2022-W37 Zucchini HVE18-S,harvest from 2022-W37 Zucchini HVE18-S,true,2022-11-14,,,,plantings,weight,Kg
Zucchini,HortasDoVale-East (HDVE) - bed 8 south section,1,,2022-W33 Zucchini HVE08-S,harvest from 2022-W33 Zucchini HVE08-S,true,2022-11-14,,,,plantings,weight,Kg
Fennel,HortasDoVale-East (HDVE) - bed 2 north section,"0,11",,2022-W30 Fennel bulb HVE02-N,harvest from 2022-W30 Fennel bulb HVE02-N,true,2022-11-14,,,,plantings,weight,Kg
Fennel,HortasDoVale-East (HDVE) - bed 22 south section,"0,7",,2022-W38 Fennel bulb HVE22-S,harvest from 2022-W38 Fennel bulb HVE22-S,true,2022-11-14,,,,plantings,weight,Kg
Fennel,HortasDoVale-East (HDVE) - bed 2 north section,"2,86",,2022-W30 Fennel bulb HVE02-N,harvest from 2022-W30 Fennel bulb HVE02-N,true,2022-11-14,,,,plantings,weight,Kg
Fennel,HortasDoVale-East (HDVE) - bed 22 south section,"3,7",,2022-W38 Fennel bulb HVE22-S,harvest from 2022-W38 Fennel bulb HVE22-S,true,2022-11-14,,,,plantings,weight,Kg
Asian Broccoli,Winter Green House - bed 6,"0,4",,2022-W42 Asian Broccoli WGH6,harvest from 2022-W42 Asian Broccoli WGH6,true,2022-11-14,,,,plantings,weight,Kg
Hot peppers,HortasDoVale-West (HDVW) - bed 20 south section,"0,11",,2021-W24 Hot peppers HVW20-S,harvest from 2021-W24 Hot peppers HVW20-S,true,2022-11-14,,,,plantings,weight,Kg
Basil,HortasDoVale-West (HDVW) - bed 15 north section,"1,32",,2022-W21 Basil HVW15-N,harvest from 2022-W21 Basil HVW15-N,true,2022-11-14,,,,plantings,weight,Kg
Turnip,HortasDoVale-East (HDVE) - bed 3 south section,"5,7",,2022-W39 Turnip HVE03-S,harvest from 2022-W39 Turnip HVE03-S,true,2022-11-14,,,,plantings,weight,Kg
Turnip,HortasDoVale-East (HDVE) - bed 4 south section,"2,5",,2022-W35 Turnip HVE04-S,harvest from 2022-W35 Turnip HVE04-S,true,2022-11-14,,,,plantings,weight,Kg
Peppers,HortasDoVale-West (HDVW) - bed 10,"0,6",,2022-W17 Peppers HVW10,harvest from 2022-W17 Peppers HVW10,true,2022-11-14,,,,plantings,weight,Kg
Peppers,HortasDoVale-West (HDVW) - bed 12,"0,6",,2022-W17 Peppers HVW12,harvest from 2022-W17 Peppers HVW12,true,2022-11-14,,,,plantings,weight,Kg
Padron peppers,HortasDoVale-East (HDVE) - bed 22 north section,"0,4",,2022-W35 Padron peppers HVE22-N,harvest from 2022-W35 Padron peppers HVE22-N,true,2022-11-14,,,,plantings,weight,Kg
Padron peppers,HortasDoVale-West (HDVW) - bed 12 south section,"0,1",,2022-W17 Padron peppers HVW12-S,harvest from 2022-W17 Padron peppers HVW12-S,true,2022-11-14,,,,plantings,weight,Kg
Peppers,HortasDoVale-East (HDVE) - bed 22 north section,"3,9",,2022-W35 Peppers HVE22-N,harvest from 2022-W35 Peppers HVE22-N,true,2022-11-14,,,,plantings,weight,Kg
Peppers,HortasDoVale-West (HDVW) - bed 10,"2,7",,2022-W17 Peppers HVW10,harvest from 2022-W17 Peppers HVW10,true,2022-11-14,,,,plantings,weight,Kg
Peppers,HortasDoVale-West (HDVW) - bed 12,"2,5",,2022-W17 Peppers HVW12,harvest from 2022-W17 Peppers HVW12,true,2022-11-14,,,,plantings,weight,Kg
Radishes,HortasDoVale-East (HDVE) - bed 24 north section,"6,75",,2022-W32 Radishes HVE24-N,harvest from 2022-W32 Radishes HVE24-N,true,2022-11-14,,,,plantings,weight,Kg
Horseradish,HortasDoVale-East (HDVE) - bed 2 south section,"7,35",,2022-W29 Horseradish HVE02-S,harvest from 2022-W29 Horseradish HVE02-S,true,2022-11-14,,,,plantings,weight,Kg
Rucula,HortasDoVale-East (HDVE) - bed 24 north section,"4,8",,2022-W22 Rucula HVE24-N,harvest from 2022-W22 Rucula HVE24-N,true,2022-11-14,,,,plantings,weight,Kg
Parsley,Summer Green House (SGH) - bed 2 north section,"0,3",,2022-W08 Parsley SGH2-N,harvest from 2022-W08 Parsley SGH2-N,true,2022-11-14,,,,plantings,weight,Kg
Parsley,HortasDoVale-West (HDVW) - bed 13 north section,"0,4",,2022-W22 Parsley HVW13-N,harvest from 2022-W22 Parsley HVW13-N,true,2022-11-14,,,,plantings,weight,Kg
Tomato roma,HortasDoVale-East (HDVE) - bed 25,7,,2022-W33 Tomato roma HVE25,harvest from 2022-W33 Tomato roma HVE25,true,2022-11-14,,,,plantings,weight,Kg
Tomatoes small,HortasDoVale-East (HDVE) - bed 25,"0,46",,2022-W34 Tomatoes small HVE25,harvest from 2022-W34 Tomatoes small HVE25,true,2022-11-14,,,,plantings,weight,Kg
Tomatoes small,HortasDoVale-East (HDVE) - bed 9 north section,"2,9",,2022-W34 Tomatoes small HVE09-N,harvest from 2022-W34 Tomatoes small HVE09-N,true,2022-11-14,,,,plantings,weight,Kg
Tomatoes small,HortasDoVale-West (HDVW) - bed 15,"0,38",,2022-W21 Tomatoes small HVW15,harvest from 2022-W21 Tomatoes small HVW15,true,2022-11-14,,,,plantings,weight,Kg
Tomatoes small,HortasDoVale-West (HDVW) - bed 20 north section,"3,7",,2022-W30 Tomatoes small HVW20-N,harvest from 2022-W30 Tomatoes small HVW20-N,true,2022-11-14,,,,plantings,weight,Kg
Tomatoes varied,HortasDoVale-East (HDVE) - bed 25,"0,5",,2022-W34 Tomatoes varied HVE25,harvest from 2022-W34 Tomatoes varied HVE25,true,2022-11-14,,,,plantings,weight,Kg
Tomatoes varied,HortasDoVale-East (HDVE) - bed 9 north section,"0,7",,2022-W34 Tomatoes varied HVE09-N,harvest from 2022-W34 Tomatoes varied HVE09-N,true,2022-11-14,,,,plantings,weight,Kg
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
