species,Areas,Quantity value,Notes,Asset names,Log name,Done,Date,Archive assets,Quantity label,Lot number,Categories,Quantity measure,Quantity unit
Swiss chard,HortasDoVale-West (HDVW) - bed 4 north section,"7,8",,2020-0 Swiss chard Autumn HVW04-N,harvest from 2020-0 Swiss chard Autumn HVW04-N,true,2022-04-11,,,,plantings,weight,Kg
Celery,Summer Green House (SGH) - bed 3 north section,5,,2021-W27 Celery SGH3-N,harvest from 2021-W27 Celery SGH3-N,true,2022-04-11,,,,plantings,weight,Kg
Celery,Summer Green House (SGH) - bed 4 south section,"7,5",,2021-W50 Celery SGH4-S,harvest from 2021-W50 Celery SGH4-S,true,2022-04-11,,,,plantings,weight,Kg
Lettuce,HortasDoVale-East (HDVE) - bed 27,8,,2022-W07 Lettuce HVE27,harvest from 2022-W07 Lettuce HVE27,true,2022-04-11,,,,plantings,weight,Kg
Lettuce,HortasDoVale-East (HDVE) - bed 27,"9,3",,2022-W07 Lettuce HVE27,harvest from 2022-W07 Lettuce HVE27,true,2022-04-11,,,,plantings,weight,Kg
Leek,HortasDoVale-East (HDVE) - bed 18 south section,"12,3",,2021-W46 Leek HVE18-S,harvest from 2021-W46 Leek HVE18-S,true,2022-04-11,,,,plantings,weight,Kg
Garlic,HortasDoVale-East (HDVE) - bed 18 north section,"0,55",,2021-W46 Garlic HVE18-N,harvest from 2021-W46 Garlic HVE18-N,true,2022-04-11,,,,plantings,weight,Kg
Dill,HortasDoVale-East (HDVE) - bed 24 north section,"0,36",,2022-W01 Dill HVE24-N,harvest from 2022-W01 Dill HVE24-N,true,2022-04-11,,,,plantings,weight,Kg
Beetroot,HortasDoVale-East (HDVE) - bed 16 south section,"16,4",,2022-W04 Beetroot HVE16-S,harvest from 2022-W04 Beetroot HVE16-S,true,2022-04-11,,,,plantings,weight,Kg
Lambs lettuce,HortasDoVale-East (HDVE) - bed 21 south section,"1,1",,2022-W05 Lambs lettuce HVE21-S,harvest from 2022-W05 Lambs lettuce HVE21-S,true,2022-04-11,,,,plantings,weight,Kg
Spring onion,HortasDoVale-East (HDVE) - bed 9 north section,4,,2021-W38 Spring onion HVE09-N,harvest from 2021-W38 Spring onion HVE09-N,true,2022-04-11,,,,plantings,weight,Kg
Chives,Summer Green House (SGH) - bed 3 north section,"0,45",,2022-W12 Chives SGH3-N,harvest from 2022-W12 Chives SGH3-N,true,2022-04-11,,,,plantings,weight,Kg
Coriander,HortasDoVale-East (HDVE) - bed 23 south section,"1,84",,2022-W06 Coriander HVE23-S,harvest from 2022-W06 Coriander HVE23-S,true,2022-04-11,,,,plantings,weight,Kg
Curly kale,HortasDoVale-East (HDVE) - bed 14 south section,"3,07",,2022-W08 Curly kale HVE14-S,harvest from 2022-W08 Curly kale HVE14-S,true,2022-04-11,,,,plantings,weight,Kg
Kolrabi,HortasDoVale-East (HDVE) - bed 21 north section,"4,8",,2022-W05 Kolrabi HVE21-N,harvest from 2022-W05 Kolrabi HVE21-N,true,2022-04-11,,,,plantings,weight,Kg
Kolrabi,HortasDoVale-East (HDVE) - bed 27,"9,4",,2022-W06 Kolrabi HVE27,harvest from 2022-W06 Kolrabi HVE27,true,2022-04-11,,,,plantings,weight,Kg
Dinosaur kale,HortasDoVale-East (HDVE) - bed 14 south section,"3,31",,2022-W08 Dinosaur kale HVE14-S,harvest from 2022-W08 Dinosaur kale HVE14-S,true,2022-04-11,,,,plantings,weight,Kg
Dinosaur kale,HortasDoVale-West (HDVW) - bed 16 north section,"0,66",,2021-W39 Dinosaur kale HVW16-N,harvest from 2021-W39 Dinosaur kale HVW16-N,true,2022-04-11,,,,plantings,weight,Kg
Dinosaur kale,HortasDoVale-West (HDVW) - bed 9 north section,"2,2",,2021-W32 Dinosaur kale HVW09-N,harvest from 2021-W32 Dinosaur kale HVW09-N,true,2022-04-11,,,,plantings,weight,Kg
