species,Areas,Quantity value,Notes,Asset names,Log name,Done,Date,Archive assets,Quantity label,Lot number,Categories,Quantity measure,Quantity unit
Dinosaur kale,HortasDoVale-East (HDVE) - bed 14 south section,"2,49",,2022-W08 Dinosaur kale HVE14-S,harvest from 2022-W08 Dinosaur kale HVE14-S,true,2022-06-13,,,,plantings,weight,Kg
Dinosaur kale,HortasDoVale-West (HDVW) - bed 13 south section,"1,12",,2022-W19 Dinosaur kale HVW13-S,harvest from 2022-W19 Dinosaur kale HVW13-S,true,2022-06-13,,,,plantings,weight,Kg
Cauliflower,HortasDoVale-East (HDVE) - bed 26 north section,"5,4",,2022-W10 Cauliflower HVE26-N,harvest from 2022-W10 Cauliflower HVE26-N,true,2022-06-13,,,,plantings,weight,Kg
Zucchini,HortasDoVale-East (HDVE) - bed 23 south section,"3,8",,2022-W10 Zucchini HVE23-S,harvest from 2022-W10 Zucchini HVE23-S,true,2022-06-13,,,,plantings,weight,Kg
Zucchini,HortasDoVale-East (HDVE) - bed 24 south section,"3,9",,2022-W10 Zucchini HVE24-S,harvest from 2022-W10 Zucchini HVE24-S,true,2022-06-13,,,,plantings,weight,Kg
Zucchini,HortasDoVale-West (HDVW) - bed 11 north section,"12,1",,2021-W34 Zucchini HVW11-N,harvest from 2021-W34 Zucchini HVW11-N,true,2022-06-13,,,,plantings,weight,Kg
Zucchini,Winter Green House - bed 5,"1,78",,2021-W10 Zucchini WGH5,harvest from 2021-W10 Zucchini WGH5,true,2022-06-13,,,,plantings,weight,Kg
Fennel,HortasDoVale-East (HDVE) - bed 8 north section,"0,48",,2022-W11 Fennel bulb HVE08-N,harvest from 2022-W11 Fennel bulb HVE08-N,true,2022-06-13,,,,plantings,weight,Kg
Basil,HortasDoVale-West (HDVW) - bed 8,"0,8",,2021-W21 Basil HVW08-N,harvest from 2021-W21 Basil HVW08-N,true,2022-06-13,,,,plantings,weight,Kg
Basil,Winter Green House - bed 4,"0,65",,2022-W11 Basil WGH4,harvest from 2022-W11 Basil WGH4,true,2022-06-13,,,,plantings,weight,Kg
Strawberry,HortasDoVale-East (HDVE) - bed 5,"14,8",,2021-W49 Strawberry HVE05,harvest from 2021-W49 Strawberry HVE05,true,2022-06-13,,,,plantings,weight,Kg
Strawberry,HortasDoVale-East (HDVE) - bed 6,"15,5",,2021-W49 Strawberry HVE06,harvest from 2021-W49 Strawberry HVE06,true,2022-06-13,,,,plantings,weight,Kg
Strawberry,HortasDoVale-East (HDVE) - bed 7,"17,9",,2021-W49 Strawberry HVE07,harvest from 2021-W49 Strawberry HVE07,true,2022-06-13,,,,plantings,weight,Kg
Strawberry,HortasDoVale-West (HDVW) - bed 24,"3,8",,2021-W04 Strawberry HVW24,harvest from 2021-W04 Strawberry HVW24,true,2022-06-13,,,,plantings,weight,Kg
Strawberry,HortasDoVale-West (HDVW) - bed 25,"2,6",,2021-W04 Strawberry HVW25,harvest from 2021-W04 Strawberry HVW25,true,2022-06-13,,,,plantings,weight,Kg
Turnip,HortasDoVale-East (HDVE) - bed 10 north section,"19,8",,2022-W16 Turnip HVE10-N,harvest from 2022-W16 Turnip HVE10-N,true,2022-06-13,,,,plantings,weight,Kg
Pack choi,HortasDoVale-East (HDVE) - bed 22 south section,"6,1",,2022-W19 Pack choi HVE22-S,harvest from 2022-W19 Pack choi HVE22-S,true,2022-06-13,,,,plantings,weight,Kg
Pack choi,HortasDoVale-East (HDVE) - bed 23 north section,"2,7",,2022-W22 Pack choi HVE23-N,harvest from 2022-W22 Pack choi HVE23-N,true,2022-06-13,,,,plantings,weight,Kg
Cucumber,HortasDoVale-West (HDVW) - bed 11 north section,"9,6",,2021-W34 Cucumber HVW11-N,harvest from 2021-W34 Cucumber HVW11-N,true,2022-06-13,,,,plantings,weight,Kg
Cucumber,Winter Green House - bed 5,"4,635",,2022-W13 Cucumber WGH5,harvest from 2022-W13 Cucumber WGH5,true,2022-06-13,,,,plantings,weight,Kg
Radishes,HortasDoVale-East (HDVE) - bed 8 south section,"2,8",,2022-W21 Radishes HVE08-S,harvest from 2022-W21 Radishes HVE08-S,true,2022-06-13,,,,plantings,weight,Kg
Horseradish,HortasDoVale-East (HDVE) - bed 18 north section,"20,5",,2022-W14 Horseradish HVE18-N,harvest from 2022-W14 Horseradish HVE18-N,true,2022-06-13,,,,plantings,weight,Kg
Rucula,HortasDoVale-East (HDVE) - bed 24 north section,"0,8",,2022-W22 Rucula HVE24-N,harvest from 2022-W22 Rucula HVE24-N,true,2022-06-13,,,,plantings,weight,Kg
Rucula,HortasDoVale-East (HDVE) - bed 24 south section,"0,7",,2022-W19 Rucula HVE24-S,harvest from 2022-W19 Rucula HVE24-S,true,2022-06-13,,,,plantings,weight,Kg
Salanova,HortasDoVale-West (HDVW) - bed 8 north section,"1,6",,2022-W14 Salanova HVW08-N,harvest from 2022-W14 Salanova HVW08-N,true,2022-06-13,,,,plantings,weight,Kg
Parsley,Summer Green House (SGH) - bed 2 north section,"0,4",,2021-W08 Parsley SGH2-N,harvest from 2021-W08 Parsley SGH2-N,true,2022-06-13,,,,plantings,weight,Kg
Parsley,Summer Green House (SGH) - bed 4 north section,"0,8",,2021-W29 Parsley SGH4-N,harvest from 2021-W29 Parsley SGH4-N,true,2022-06-13,,,,plantings,weight,Kg
Tomato roma,HortasDoVale-West (HDVW) - bed 6,"6,8",,2022-W10 Tomato roma HVW06,harvest from 2022-W10 Tomato roma HVW06,true,2022-06-13,,,,plantings,weight,Kg
Tomatoes small,HortasDoVale-West (HDVW) - bed 10,"0,055",,2022-W17 Tomatoes small HVW10,harvest from 2022-W17 Tomatoes small HVW10,true,2022-06-13,,,,plantings,weight,Kg
Tomatoes small,HortasDoVale-West (HDVW) - bed 12,"0,055",,2022-W17 Tomatoes small HVW12,harvest from 2022-W17 Tomatoes small HVW12,true,2022-06-13,,,,plantings,weight,Kg
Tomatoes small,HortasDoVale-West (HDVW) - bed 6,"1,2",,2022-W10 Tomatoes small HVW06,harvest from 2022-W10 Tomatoes small HVW06,true,2022-06-13,,,,plantings,weight,Kg
Tomatoes small,Winter Green House - bed 6,"3,15",,2021-W14 Tomatoes small WGH6,harvest from 2021-W14 Tomatoes small WGH6,true,2022-06-13,,,,plantings,weight,Kg
Tomatoes varied,Winter Green House - bed 4,31,,2022-W09 Tomatoes varied WGH4,harvest from 2022-W09 Tomatoes varied WGH4,true,2022-06-13,,,,plantings,weight,Kg
Tomatoes varied,Winter Green House - bed 6,15,,2021-W14 Tomatoes varied WGH6,harvest from 2021-W14 Tomatoes varied WGH6,true,2022-06-13,,,,plantings,weight,Kg
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
