species,Areas,Quantity value,Notes,Asset names,Log name,Done,Date,Archive assets,Quantity label,Lot number,Categories,Quantity measure,Quantity unit
Swiss chard,HortasDoVale-East (HDVE) - bed 14 north section,"0,6",,2022-W20 Swiss chard HVE14-N,harvest from 2022-W20 Swiss chard HVE14-N,true,2022-12-26,,,,plantings,weight,Kg
Swiss chard,HortasDoVale-East (HDVE) - bed 15 north section,"5,3",,2022-W32 Swiss chard HVE15-N,harvest from 2022-W32 Swiss chard HVE15-N,true,2022-12-26,,,,plantings,weight,Kg
Swiss chard,HortasDoVale-East (HDVE) - bed 17 north section,"8,5",,2022-W40 Swiss chard HVE17-N,harvest from 2022-W40 Swiss chard HVE17-N,true,2022-12-26,,,,plantings,weight,Kg
Swiss chard,HortasDoVale-West (HDVW) - bed 7 north section,"1,5",,2022-W11 Swiss chard HVW07-N,harvest from 2022-W11 Swiss chard HVW07-N,true,2022-12-26,,,,plantings,weight,Kg
Land cress,Summer Green House (SGH) - bed 2 north section,"0,9",,2022-W46 Land cress SGH2-N,harvest from 2022-W46 Land cress SGH2-N,true,2022-12-26,,,,plantings,weight,Kg
Celery,HortasDoVale-East (HDVE) - bed 22 south section,6,,2022-W38 Celery HVE22-S,harvest from 2022-W38 Celery HVE22-S,true,2022-12-26,,,,plantings,weight,Kg
Celery,Summer Green House (SGH) - bed 3 south section,"6,75",,2022-W40 Celery SGH3-S,harvest from 2022-W40 Celery SGH3-S,true,2022-12-26,,,,plantings,weight,Kg
Lettuce,Winter Green House - bed 3,"5,9",,2022-W46 Lettuce WGH3,harvest from 2022-W46 Lettuce WGH3,true,2022-12-26,,,,plantings,weight,Kg
Lettuce,Winter Green House - bed 6,3,,2021-W47 Lettuce WGH6,harvest from 2021-W47 Lettuce WGH6,true,2022-12-26,,,,plantings,weight,Kg
Leek,HortasDoVale-East (HDVE) - bed 16 north section,16,,2022-W30 Leek HVE16-N,harvest from 2022-W30 Leek HVE16-N,true,2022-12-26,,,,plantings,weight,Kg
Dill,HortasDoVale-East (HDVE) - bed 13 south section,"1,09",,2022-W41 Dill HVE13-S,harvest from 2022-W41 Dill HVE13-S,true,2022-12-26,,,,plantings,weight,Kg
Dill,HortasDoVale-East (HDVE) - bed 22 south section,"0,28",,2022-W38 Dill HVE22-S,harvest from 2022-W38 Dill HVE22-S,true,2022-12-26,,,,plantings,weight,Kg
Beetroot,HortasDoVale-West (HDVW) - bed 5,"11,78",,2022-W20 Beetroot HVW05,harvest from 2022-W20 Beetroot HVW05,true,2022-12-26,,,,plantings,weight,Kg
Broccoli,HortasDoVale-East (HDVE) - bed 17 south section,"2,1",,2022-W40 Broccoli HVE17-S,harvest from 2022-W40 Broccoli HVE17-S,true,2022-12-26,,,,plantings,weight,Kg
Broccoli,HortasDoVale-West (HDVW) - bed 4,"4,2",,2022-W08 Broccoli HVW04,harvest from 2022-W08 Broccoli HVW04,true,2022-12-26,,,,plantings,weight,Kg
Broccoli,HortasDoVale-West (HDVW) - bed 7 south section,"2,4",,2022-W14 Broccoli HVW07-S,harvest from 2022-W14 Broccoli HVW07-S,true,2022-12-26,,,,plantings,weight,Kg
Spring onion,HortasDoVale-East (HDVE) - bed 26 north section,"2,34",,2022-W39 Spring onion HVE26-N,harvest from 2022-W39 Spring onion HVE26-N,true,2022-12-26,,,,plantings,weight,Kg
Chives,Summer Green House (SGH) - bed 1 north section,"0,75",,2022-W33 Chives SGH1-N,harvest from 2022-W33 Chives SGH1-N,true,2022-12-26,,,,plantings,weight,Kg
Chives,Summer Green House (SGH) - bed 3 north section,"0,84",,2022-W12 Chives SGH3-N,harvest from 2022-W12 Chives SGH3-N,true,2022-12-26,,,,plantings,weight,Kg
Coriander,HortasDoVale-East (HDVE) - bed 23 north section,"4,415",,2022-W44 Coriander HVE23-N,harvest from 2022-W44 Coriander HVE23-N,true,2022-12-26,,,,plantings,weight,Kg
Green cabbage,HortasDoVale-East (HDVE) - bed 18 north section,"5,26",,2022-W37 Green cabbage HVE18-N,harvest from 2022-W37 Green cabbage HVE18-N,true,2022-12-26,,,,plantings,weight,Kg
Dinosaur kale,HortasDoVale-East (HDVE) - bed 12 north section,"2,2",,2022-W42 Dinosaur kale HVE12-N,harvest from 2022-W42 Dinosaur kale HVE12-N,true,2022-12-26,,,,plantings,weight,Kg
Dinosaur kale,HortasDoVale-East (HDVE) - bed 14 south section,"1,6",,2022-W08 Dinosaur kale HVE14-S,harvest from 2022-W08 Dinosaur kale HVE14-S,true,2022-12-26,,,,plantings,weight,Kg
Dinosaur kale,HortasDoVale-East (HDVE) - bed 15 south section,"0,8",,2022-W32 Dinosaur kale HVE15-S,harvest from 2022-W32 Dinosaur kale HVE15-S,true,2022-12-26,,,,plantings,weight,Kg
Dinosaur kale,Summer Green House (SGH) - bed 1 south section,"0,5",,2022-W34 Dinosaur kale SGH1-S,harvest from 2022-W34 Dinosaur kale SGH1-S,true,2022-12-26,,,,plantings,weight,Kg
Dinosaur kale,HortasDoVale-West (HDVW) - bed 13 south section,"0,5",,2022-W19 Dinosaur kale HVW13-S,harvest from 2022-W19 Dinosaur kale HVW13-S,true,2022-12-26,,,,plantings,weight,Kg
Chinese cabbage,Winter Green House - bed 1,"4,3",,2022-W45 Chinese cabbage WGH1,harvest from 2022-W45 Chinese cabbage WGH1,true,2022-12-26,,,,plantings,weight,Kg
Zucchini,HortasDoVale-East (HDVE) - bed 18 south section,"1,2",,2022-W37 Zucchini HVE18-S,harvest from 2022-W37 Zucchini HVE18-S,true,2022-12-26,,,,plantings,weight,Kg
Zucchini,Winter Green House - bed 4,1,,2021-W41 Zucchini WGH4,harvest from 2021-W41 Zucchini WGH4,true,2022-12-26,,,,plantings,weight,Kg
Zucchini,Winter Green House - bed 7,"0,4",,2022-W43 Zucchini WGH7,harvest from 2022-W43 Zucchini WGH7,true,2022-12-26,,,,plantings,weight,Kg
Fennel,HortasDoVale-East (HDVE) - bed 13 south section,"0,79",,2022-W41 Fennel bulb HVE13-S,harvest from 2022-W41 Fennel bulb HVE13-S,true,2022-12-26,,,,plantings,weight,Kg
Fennel,HortasDoVale-East (HDVE) - bed 13 south section,"8,4",,2022-W41 Fennel bulb HVE13-S,harvest from 2022-W41 Fennel bulb HVE13-S,true,2022-12-26,,,,plantings,weight,Kg
Asian Broccoli,Winter Green House - bed 5,"0,4",,2022-W48 Asian Broccoli WGH5,harvest from 2022-W48 Asian Broccoli WGH5,true,2022-12-26,,,,plantings,weight,Kg
Asian Broccoli,Winter Green House - bed 6,"0,8",,2022-W42 Asian Broccoli WGH6,harvest from 2022-W42 Asian Broccoli WGH6,true,2022-12-26,,,,plantings,weight,Kg
Mizuna purple,HortasDoVale-East (HDVE) - bed 23 south section,"0,11",,2022-W27 Mizuna purple HVE23-S,harvest from 2022-W27 Mizuna purple HVE23-S,true,2022-12-26,,,,plantings,weight,Kg
Pack choi,Winter Green House - bed 1,5,,2022-W45 Pack choi WGH1,harvest from 2022-W45 Pack choi WGH1,true,2022-12-26,,,,plantings,weight,Kg
Pack choi,Winter Green House - bed 3,"2,4",,2022-W46 Pack choi WGH3,harvest from 2022-W46 Pack choi WGH3,true,2022-12-26,,,,plantings,weight,Kg
Peppers,HortasDoVale-East (HDVE) - bed 22 north section,"1,8",,2022-W35 Peppers HVE22-N,harvest from 2022-W35 Peppers HVE22-N,true,2022-12-26,,,,plantings,weight,Kg
Radishes,HortasDoVale-East (HDVE) - bed 23 north section,"1,75",,2022-W36 Radishes HVE23-N,harvest from 2022-W36 Radishes HVE23-N,true,2022-12-26,,,,plantings,weight,Kg
Radishes,HortasDoVale-East (HDVE) - bed 7 south section,"1,88",,2022-W43 Radishes HVE07-S,harvest from 2022-W43 Radishes HVE07-S,true,2022-12-26,,,,plantings,weight,Kg
Horseradish,HortasDoVale-East (HDVE) - bed 2 south section,"9,82",,2022-W29 Horseradish HVE02-S,harvest from 2022-W29 Horseradish HVE02-S,true,2022-12-26,,,,plantings,weight,Kg
Rucula,HortasDoVale-East (HDVE) - bed 24 north section,"3,76",,2022-W22 Rucula HVE24-N,harvest from 2022-W22 Rucula HVE24-N,true,2022-12-26,,,,plantings,weight,Kg
Parsley,HortasDoVale-East (HDVE) - bed 2 north section,"0,675",,2022-W29 Parsley HVE02-N,harvest from 2022-W29 Parsley HVE02-N,true,2022-12-26,,,,plantings,weight,Kg
Parsley,Summer Green House (SGH) - bed 1 south section,"0,77",,2022-W44 Parsley SGH1-S,harvest from 2022-W44 Parsley SGH1-S,true,2022-12-26,,,,plantings,weight,Kg
,,,,,,,,,,,,,
,,,,,,,,,,,,,
